DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s],Avg Avg Wind Speed @ 5m [m/s],Avg Avg Wind Speed @ 10m [m/s],Avg Avg Wind Speed @ 20m [m/s],Avg Avg Wind Speed @ 50m [m/s],Avg Avg Wind Speed @ 80m [m/s]
1/3/2011,7,4.3569,5.089,5.739,6.2956,7.7333,7.7379
1/3/2011,8,2.8113,3.1433,3.5081,3.8562,4.5992,4.279
1/3/2011,9,3.1919,3.7495,4.1814,4.5098,5.029,4.7256
1/3/2011,10,2.9668,3.3803,3.6546,3.9077,4.3463,4.1269
1/3/2011,11,1.7518,1.902,1.9367,2.067,2.38,2.274
1/3/2011,12,1.978,2.5757,2.738,2.8344,3.1406,3.016
1/3/2011,13,2.2107,3.1296,3.33,3.4442,3.7826,3.5807
1/3/2011,14,2.7091,3.8392,4.1363,4.2836,4.708,4.5002
1/3/2011,15,2.8233,3.6395,3.9957,4.1994,4.618,4.2832
1/3/2011,16,2.8128,4.2355,4.8416,5.2955,6.0015,5.7465
1/3/2011,17,2.5572,4.0182,4.7781,5.5045,7.095,7.1014
1/3/2011,18,2.4223,3.0349,3.6865,4.2858,5.975,6.0101
1/3/2011,19,1.4261,1.8651,2.4573,3.2305,4.2511,4.4912
1/3/2011,20,1.6216,1.9533,2.3346,2.5809,3.3418,3.6091
1/3/2011,21,2.4025,2.9886,3.7163,4.3038,5.2192,5.2293
1/3/2011,22,1.1869,1.4119,1.5991,1.923,2.2466,2.0576
1/3/2011,23,0.9818,1.1732,1.4795,1.9754,2.6581,2.8678
1/4/2011,0,1.1897,1.4125,1.6964,2.2466,3.4452,3.8577
1/4/2011,1,1.1355,1.3204,1.5842,2.0975,3.2742,3.543
1/4/2011,2,1.2654,1.4576,1.7085,2.0742,2.9843,3.3002
1/4/2011,3,1.1584,1.2306,1.3265,1.6128,2.2091,2.3435
1/4/2011,4,1.4278,1.4913,1.3778,1.1385,0.9437,1.1356
1/4/2011,5,1.2603,1.2932,1.0908,0.8573,0.6771,0.9583
1/4/2011,6,1.3372,1.7601,2.148,2.3329,2.0931,1.7998
1/4/2011,7,2.3085,2.8724,3.4801,3.9438,3.9979,2.5431
1/4/2011,8,1.9436,3.0526,3.6216,3.6969,1.7901,0.9597
1/4/2011,9,1.2956,1.6723,1.8833,1.7714,1.268,1.8045
1/4/2011,10,1.8123,2.1129,2.3889,2.8228,4.4195,5.3847
1/4/2011,11,2.5115,2.9017,3.2166,3.4956,4.3026,4.3176
1/4/2011,12,4.4269,5.0514,5.5755,5.9522,6.9051,6.845
1/4/2011,13,5.4381,6.1522,6.8072,7.2746,8.3727,8.1195
1/4/2011,14,5.9131,6.7557,7.5005,7.9393,9.0329,8.9121
1/4/2011,15,6.4868,7.3597,8.1756,8.6863,10.0226,9.957
1/4/2011,16,6.81,7.8326,8.7092,9.2541,10.5745,10.4381
1/4/2011,17,8.3323,9.541,10.6862,11.3339,12.8586,12.6251
1/4/2011,18,9.7392,11.1308,12.5643,13.3592,15.0971,14.9277
1/4/2011,19,8.5858,9.8592,11.1645,11.8906,13.6404,13.5778
1/4/2011,20,8.852,10.1199,11.2657,12.0451,13.7408,13.6416
1/4/2011,21,8.0644,9.2428,10.3226,11.1149,12.9258,13.0724
1/4/2011,22,9.2685,10.4382,11.5666,12.3595,14.0535,14.2701
1/4/2011,23,10.105,11.4599,12.7049,13.5726,15.3943,15.2585
1/5/2011,0,10.9363,12.4143,13.8833,14.7905,16.9691,16.9305
1/5/2011,1,7.8368,8.9317,9.986,10.6798,12.4051,12.462
1/5/2011,2,9.1567,10.4508,11.8002,12.767,14.7763,15.0063
1/5/2011,3,14.7355,16.7086,18.6768,19.7878,22.3453,22.2169
1/5/2011,4,14.3418,16.2274,18.0227,19.0464,21.0479,20.7033
1/5/2011,5,13.8988,15.722,17.7883,19.1979,21.5621,21.1996
1/5/2011,6,13.406,15.1565,17.0671,18.3733,20.6786,20.3628
1/5/2011,7,8.5297,9.7381,11.0782,11.9415,13.9051,14.0335
1/5/2011,8,9.147,10.4317,11.9011,12.9836,15.027,15.0807
1/5/2011,9,10.2296,11.5639,12.9087,13.7037,15.5486,15.4085
1/5/2011,10,10.3137,11.5737,13.07,14.1573,16.5644,16.182
1/5/2011,11,8.5015,9.4056,10.4183,11.0792,12.9211,12.5388
1/5/2011,12,7.4446,8.4246,9.3918,10.0049,11.5216,11.2418
1/5/2011,13,9.238,10.4614,11.6172,12.3502,14.0606,14.0046
1/5/2011,14,7.503,8.5741,9.5987,10.2727,11.9139,11.944
1/5/2011,15,9.7838,11.1122,12.3706,13.162,14.8264,14.8834
1/5/2011,16,13.2838,15.1223,17.0055,18.1389,20.5175,20.2438
1/5/2011,17,10.3018,11.734,13.1498,14.0034,16.114,16.0602
1/5/2011,18,13.885,15.7025,17.6346,18.8035,21.2081,21.1269
1/5/2011,19,14.389,16.316,18.1241,19.2315,21.7622,21.7487
1/5/2011,20,11.0799,12.5785,14.0337,15.0322,17.2748,17.4352
1/5/2011,21,10.5751,12.0928,13.6052,14.3219,16.3566,16.3774
1/5/2011,22,8.2431,9.3854,10.5323,11.1655,12.6263,12.5611
1/5/2011,23,7.397,8.3946,9.5732,10.3365,12.3424,12.4638
1/6/2011,0,8.7099,9.97,11.2974,12.035,14.0061,14.0568
1/6/2011,1,9.2979,10.6567,12.0766,13.0261,14.9556,14.8132
1/6/2011,2,8.14,9.2494,10.4039,11.1959,13.0286,13.2357
1/6/2011,3,6.4727,7.345,8.2263,8.903,10.5028,10.7185
1/6/2011,4,3.9218,4.3876,4.9126,5.2702,6.2293,6.6856
1/6/2011,5,5.1055,5.8034,6.5284,7.1753,8.8158,9.1977
1/6/2011,6,7.7217,8.8405,9.9913,10.8904,13.184,13.374
1/6/2011,7,6.403,7.2657,8.1509,8.7764,10.4711,10.6495
1/6/2011,8,11.663,13.2517,15.0776,16.1116,18.5809,18.4352
1/6/2011,9,9.1553,10.4126,11.925,12.8848,15.0042,14.8892
1/6/2011,10,9.2958,10.6439,12.0595,12.8278,14.653,14.4736
1/6/2011,11,9.1872,10.3824,11.7415,12.5757,14.4002,14.0867
1/6/2011,12,10.4044,11.8014,13.3004,14.1404,15.8547,15.5379
1/6/2011,13,9.6542,10.9937,12.3186,13.0955,14.9628,14.7856
1/6/2011,14,10.1203,11.5634,13.0248,13.8119,15.6019,15.4332
1/6/2011,15,9.5699,10.9547,12.2552,12.9165,14.7174,14.3984
1/6/2011,16,9.8541,11.2483,12.6706,13.4385,15.2875,15.1349
1/6/2011,17,7.877,9.0526,10.2254,10.8249,12.4415,12.3845
1/6/2011,18,9.3712,10.7542,12.1427,12.857,14.8903,14.8193
1/6/2011,19,11.0277,12.5847,14.2385,15.0818,17.1739,17.0482
1/6/2011,20,9.5482,10.9215,12.3197,13.025,14.8936,14.9128
1/6/2011,21,9.3481,10.678,12.0883,12.9498,15.0455,15.3961
1/6/2011,22,3.7024,4.2729,4.7986,5.21,6.0907,6.3636
1/6/2011,23,2.3931,2.8937,3.3852,4.0717,5.1448,4.8242
1/7/2011,0,2.1665,2.5038,2.879,3.3685,4.2174,4.1714
1/7/2011,1,3.6537,4.2413,4.8528,5.3096,6.3463,6.1467
1/7/2011,2,3.571,4.2261,4.7953,5.2093,6.0758,6.0561
1/7/2011,3,5.9081,6.7476,7.7083,8.4628,10.1683,10.292
1/7/2011,4,8.433,9.6432,10.9518,11.9463,13.9587,13.9161
1/7/2011,5,9.6371,10.9528,12.351,13.2732,15.123,14.8916
1/7/2011,6,8.277,9.4219,10.6148,11.3667,13.17,13.148
1/7/2011,7,7.5435,8.565,9.5194,10.1552,11.7653,11.8744
1/7/2011,8,5.8012,6.5989,7.3113,7.8933,9.4103,9.5091
1/7/2011,9,3.7906,4.5911,5.211,5.7028,6.409,6.1135
1/7/2011,10,2.6862,3.7348,4.0615,4.1907,4.496,4.2015
1/7/2011,11,2.9329,4.2643,4.6562,4.8343,5.2886,4.9572
1/7/2011,12,2.3228,3.0158,3.2664,3.4621,3.8341,3.565
1/7/2011,13,2.0868,2.7358,2.9067,3.0559,3.4416,3.2877
1/7/2011,14,1.94,2.4518,2.6373,2.7896,3.0589,2.8462
1/7/2011,15,1.4044,1.7583,1.8274,1.8679,2.0991,1.954
1/7/2011,16,2.0427,2.2886,2.4978,2.7341,2.9338,2.629
1/7/2011,17,0.8955,1.066,1.2644,1.5203,1.7233,1.3121
1/7/2011,18,0.4622,0.4044,0.3258,0.5245,1.2067,1.4475
1/7/2011,19,1.5581,1.8371,2.0494,2.2075,2.6167,2.8776
1/7/2011,20,2.3292,2.8349,3.6084,4.4782,5.0493,4.6787
1/7/2011,21,2.6448,3.2344,4.0812,4.8569,6.5016,6.9661
1/7/2011,22,2.0819,2.6306,3.3898,3.9848,4.9816,5.3857
1/7/2011,23,1.4101,1.7256,1.9905,2.1505,1.828,1.3808
1/8/2011,0,1.9399,2.3286,2.6361,3.0196,4.2969,4.0289
1/8/2011,1,1.338,1.5828,1.8591,2.3608,3.202,3.372
1/8/2011,2,1.0286,1.0936,1.1119,1.2262,2.1924,2.2443
1/8/2011,3,1.17,1.2077,1.1076,1.1502,1.6005,2.2778
1/8/2011,4,0.8242,0.9046,0.8726,0.9312,1.1249,1.8336
1/8/2011,5,1.7264,1.8999,1.9977,1.9836,1.9634,1.8496
1/8/2011,6,1.2832,1.3329,1.2492,1.1487,0.9088,0.9216
1/8/2011,7,1.3935,1.6226,1.6852,1.7156,2.2279,2.6576
1/8/2011,8,0.9716,1.0244,0.8807,0.8551,2.3702,3.1996
1/8/2011,9,1.0095,1.5674,1.73,1.6743,1.904,2.2671
1/8/2011,10,0.989,1.2078,1.2413,1.3417,1.4542,1.4299
1/8/2011,11,2.3958,3.1286,3.2839,3.385,3.7896,3.6748
1/8/2011,12,2.351,2.9674,3.1462,3.2492,3.4472,3.1286
1/8/2011,13,2.5582,2.8887,3.0248,3.1344,3.3117,3.0265
1/8/2011,14,3.0133,3.5163,3.7988,3.9867,4.4497,4.3323
1/8/2011,15,2.2826,2.6013,2.8466,3.2391,3.7003,3.5811
1/8/2011,16,1.2552,1.4478,1.7377,2.2488,2.9058,2.6777
1/8/2011,17,0.6916,0.8246,0.8907,1.0416,1.3096,1.4336
1/8/2011,18,1.0886,1.2826,1.4066,1.6213,1.9303,2.0452
1/8/2011,19,1.1909,1.4986,1.7099,1.8162,1.7161,1.4057
1/8/2011,20,1.7139,2.0014,2.1681,2.4388,3.4321,3.4596
1/8/2011,21,0.9605,1.214,1.3204,1.5556,1.8317,2.0012
1/8/2011,22,1.3438,1.6182,1.8332,2.1005,2.8632,2.9739
1/8/2011,23,1.1535,1.365,1.5202,1.6681,1.8296,1.6267
1/9/2011,0,0.9456,1.1586,1.2908,1.4388,1.3102,0.9105
1/9/2011,1,1.5828,1.9263,2.2523,2.6064,3.1283,2.8394
1/9/2011,2,1.4115,1.7184,1.9314,2.3267,3.3016,3.3269
1/9/2011,3,1.5926,1.8548,1.991,2.1538,2.6438,2.7406
1/9/2011,4,1.2188,1.4651,1.7337,2.2138,3.2818,3.4014
1/9/2011,5,1.0384,1.3159,1.5883,2.0749,3.3215,4.0213
1/9/2011,6,2.6077,3.0348,3.4827,4.154,4.9951,5.0755
1/9/2011,7,2.3148,2.6541,3.0508,3.4706,3.8612,3.5512
1/9/2011,8,1.9879,1.8704,1.8769,2.1249,2.4607,2.1573
1/9/2011,9,1.4598,1.4396,1.512,1.766,2.1076,2.1022
1/9/2011,10,1.5792,1.7781,1.939,2.2224,2.5336,2.3235
1/9/2011,11,2.0978,2.3411,2.5352,2.7151,3.0461,2.7277
1/9/2011,12,1.7896,2.0133,2.1838,2.3871,2.7667,2.537
1/9/2011,13,2.4783,2.8625,3.0862,3.397,3.9846,3.7471
1/9/2011,14,2.0526,2.3365,2.5161,2.7559,3.1004,2.9058
1/9/2011,15,1.7557,1.9821,2.1092,2.3036,2.721,2.5471
1/9/2011,16,1.8529,2.1068,2.3567,2.5483,2.8575,2.7132
1/9/2011,17,2.3457,2.1784,2.2401,2.5723,3.2961,3.285
1/9/2011,18,2.0039,2.2739,2.615,3.0029,3.6484,3.5515
1/9/2011,19,1.9247,2.254,2.5908,3.1744,3.9262,3.9086
1/9/2011,20,2.4368,2.859,3.2681,4.0674,5.1032,5.1344
1/9/2011,21,1.8275,2.1273,2.472,3.1224,4.0411,3.9692
1/9/2011,22,1.8852,2.1827,2.5706,3.0534,3.9557,4.0033
1/9/2011,23,1.5236,1.8038,2.1918,2.7998,3.5469,3.5323
1/10/2011,0,2.2311,2.6641,3.0795,3.5227,4.2912,4.1357
1/10/2011,1,3.3517,3.9814,4.4669,4.8405,5.6533,5.5294
1/10/2011,2,3.0933,3.6348,4.1159,4.6407,5.4567,5.3686
1/10/2011,3,2.3331,2.7326,2.9946,3.4003,4.7358,4.7918
1/10/2011,4,1.5399,1.8387,2.0597,2.3974,3.0794,3.0252
1/10/2011,5,0.4182,0.507,0.5577,0.8168,0.8003,0.735
1/10/2011,6,0.8043,1.0812,0.8335,0.8349,1.0105,0.4904
1/10/2011,7,1.3265,1.2233,1.2102,1.0961,0.6237,0.7067
1/10/2011,8,0.9626,0.9373,0.9246,0.9563,1.1128,1.3605
1/10/2011,9,0.6722,0.6066,0.5643,0.8313,1.3665,0.9281
1/10/2011,10,0.5425,0.5679,0.5441,0.8837,1.5869,1.6639
1/10/2011,11,0.2808,0.3048,0.3591,0.5529,0.7571,0.6643
1/10/2011,12,0.5451,0.736,0.7164,0.7684,0.7693,0.7564
1/10/2011,13,1.2042,1.5911,1.6548,1.7366,1.9031,1.7222
1/10/2011,14,1.195,1.3165,1.3215,1.3695,1.5178,1.4001
1/10/2011,15,1.3414,1.518,1.6103,1.6553,1.6483,1.5226
1/10/2011,16,1.3697,1.6421,1.7557,1.7839,1.8714,1.8959
1/10/2011,17,1.7182,1.8283,1.7481,1.6447,1.7377,1.7627
1/10/2011,18,2.1092,2.4179,2.6321,2.7276,2.9361,2.554
1/10/2011,19,1.9726,2.255,2.6799,3.0971,3.7943,3.9051
1/10/2011,20,2.9549,3.3689,3.7862,4.1311,4.9363,5.0723
1/10/2011,21,1.9991,2.1765,2.3719,2.6942,3.5359,3.5558
1/10/2011,22,3.6331,4.0421,4.4663,4.7978,5.7998,5.9981
1/10/2011,23,3.2096,3.6373,4.0418,4.4302,5.3971,5.5628
1/11/2011,0,6.6846,7.4916,8.3031,8.8705,10.2433,10.2412
1/11/2011,1,4.5539,5.07,5.6189,5.993,7.2325,7.2108
1/11/2011,2,6.5178,7.219,8.0894,8.7463,10.1756,10.0396
1/11/2011,3,5.8377,6.4254,7.1063,7.573,8.895,8.801
1/11/2011,4,3.5372,3.8881,4.2336,4.4855,5.251,5.2178
1/11/2011,5,2.172,2.3752,2.4616,2.5686,3.0434,2.9958
1/11/2011,6,2.4233,2.7666,3.0078,3.2567,3.9776,3.9124
1/11/2011,7,2.5141,2.8481,3.1449,3.5017,4.2751,4.3255
1/11/2011,8,5.2167,5.8072,6.3555,6.7124,7.7959,7.6919
1/11/2011,9,2.5173,3.1098,3.3789,3.5226,3.5368,2.9514
1/11/2011,10,2.1393,2.3049,2.3862,2.5097,2.774,2.4197
1/11/2011,11,1.3539,1.4883,1.49,1.5915,2.693,3.6023
1/11/2011,12,1.0734,1.1759,1.1868,1.3176,2.271,3.2047
1/11/2011,13,1.4913,1.7679,1.838,1.9349,2.4599,3.2303
1/11/2011,14,1.2864,1.575,1.6334,1.8099,2.669,3.3988
1/11/2011,15,1.5664,1.6637,1.5857,1.5994,1.9774,2.4759
1/11/2011,16,1.4812,1.6749,1.7634,1.8876,2.0828,1.6946
1/11/2011,17,1.5201,1.6229,1.6028,1.442,0.7299,0.9268
1/11/2011,18,1.5822,1.6721,1.5486,1.5185,1.6832,1.8626
1/11/2011,19,1.2451,1.3407,1.1858,0.8847,0.895,1.2796
1/11/2011,20,0.918,0.9105,0.8991,0.8851,0.8358,0.9333
1/11/2011,21,0.9057,1.0524,1.2915,1.9184,2.3864,2.0276
1/11/2011,22,0.7008,0.7834,0.8954,1.3437,2.1143,2.1253
1/11/2011,23,0.7259,0.839,1.0724,1.6627,2.6274,2.7238
1/12/2011,0,0.7934,0.8434,0.9298,1.3743,2.2997,2.5876
1/12/2011,1,1.0527,1.2,1.3861,1.851,2.7535,3.0988
1/12/2011,2,0.9458,1.0568,1.2577,1.8186,2.947,3.5842
1/12/2011,3,1.0981,1.0233,0.9236,0.9715,1.5418,1.8601
1/12/2011,4,0.8859,0.937,0.9271,1.0709,1.6183,1.8397
1/12/2011,5,0.7459,0.7643,0.704,0.6779,0.6949,0.6534
1/12/2011,6,0.6977,0.695,0.6254,0.6441,0.9899,1.2052
1/12/2011,7,1.2585,1.4305,1.5596,1.7625,2.1778,2.2252
1/12/2011,8,2.1255,2.5406,3.0853,3.2995,2.8644,2.2779
1/12/2011,9,1.9855,2.4942,2.9448,3.6019,4.7453,3.1884
1/12/2011,10,2.3228,2.8666,3.2835,3.6167,3.4607,2.5486
1/12/2011,11,1.847,2.0944,2.1788,2.3715,2.6789,2.3556
1/12/2011,12,2.0427,2.3833,2.6221,2.6612,3.2326,3.5824
1/12/2011,13,1.2324,1.397,1.4943,1.609,2.3342,3.0457
1/12/2011,14,1.4301,1.5811,1.5953,1.6149,1.5424,1.7085
1/12/2011,15,1.2005,1.4992,1.6846,1.8139,1.8892,1.5278
1/12/2011,16,2.8599,3.257,3.6269,4.0674,4.981,5.2863
1/12/2011,17,2.7477,3.0761,3.3918,3.6116,4.1423,4.1076
1/12/2011,18,3.3496,3.7936,4.2249,4.6252,5.7968,6.0526
1/12/2011,19,7.3377,8.2533,9.2285,9.8632,11.5973,11.7014
1/12/2011,20,3.2247,3.658,4.0281,4.3124,4.7613,4.5996
1/12/2011,21,4.3817,4.9453,5.6335,6.1337,7.4093,7.4891
1/12/2011,22,5.707,6.4664,7.1716,7.6532,9.001,9.2554
1/12/2011,23,7.5578,8.4816,9.552,10.138,11.8824,12.0937
1/13/2011,0,8.6558,9.6939,10.7894,11.3544,12.8102,12.7373
1/13/2011,1,4.9223,5.4361,5.9983,6.448,7.5782,7.4395
1/13/2011,2,6.4859,7.2775,8.0845,8.5698,9.8897,9.9367
1/13/2011,3,7.0324,7.8552,8.6183,9.0641,10.4486,10.5166
1/13/2011,4,7.8768,8.7821,9.6164,10.1141,11.7772,11.921
1/13/2011,5,7.9051,8.7785,9.7075,10.3159,11.8529,11.7757
1/13/2011,6,5.7392,6.4401,7.091,7.6646,9.077,9.2158
1/13/2011,7,4.9705,5.5455,6.1214,6.5579,7.7188,8.001
1/13/2011,8,9.7209,10.8405,12.1308,12.8585,14.837,14.8262
1/13/2011,9,7.2676,8.1926,9.1267,9.7664,11.3806,11.5383
1/13/2011,10,10.0247,11.2187,12.5197,13.2693,15.1249,14.9257
1/13/2011,11,9.2934,10.3837,11.6074,12.3671,14.0158,13.965
1/13/2011,12,6.555,7.3947,8.2371,8.7587,9.9868,9.8441
1/13/2011,13,6.7908,7.7082,8.6266,9.1333,10.3517,10.186
1/13/2011,14,5.3261,6.0989,6.7906,7.1608,8.2757,8.2517
1/13/2011,15,4.6607,5.3871,6.0852,6.5328,7.7227,7.8691
1/13/2011,16,4.225,4.902,5.5412,6.0017,6.9825,7.0361
1/13/2011,17,4.9198,5.6396,6.4539,6.9744,8.2514,8.4486
1/13/2011,18,2.4816,2.8712,3.2222,3.5401,4.4718,4.6926
1/13/2011,19,1.2744,1.4904,1.6517,1.9196,2.4169,2.2714
1/13/2011,20,1.2546,1.3751,1.4361,1.4773,1.9213,2.0242
1/13/2011,21,1.4,1.7851,1.9374,1.9952,2.2551,2.0348
1/13/2011,22,1.7831,2.0456,2.3824,2.8242,3.7094,3.7374
1/13/2011,23,1.836,2.0672,2.2417,2.4688,3.2173,3.3716
1/14/2011,0,2.3591,2.7886,3.2501,3.7848,4.8228,4.9339
1/14/2011,1,4.0794,4.7761,5.5086,6.1999,7.9635,8.3118
1/14/2011,2,4.5499,5.2054,5.8268,6.3634,7.4358,7.3875
1/14/2011,3,5.054,5.7562,6.4294,6.9186,8.2434,8.5154
1/14/2011,4,1.9471,2.3279,2.6581,2.9737,3.8337,4.1281
1/14/2011,5,1.6006,1.934,2.2633,2.6298,3.3269,3.5068
1/14/2011,6,2.4128,2.8703,3.3563,3.8437,4.8907,5.0841
1/14/2011,7,5.3451,6.1554,6.9809,7.5538,8.9384,8.949
1/14/2011,8,6.1385,7.0428,7.9506,8.4654,9.744,9.8162
1/14/2011,9,6.0929,6.9841,7.8539,8.3166,9.5084,9.5641
1/14/2011,10,6.2084,7.0702,7.9214,8.4573,9.8817,9.9168
1/14/2011,11,5.6096,6.3864,7.0551,7.4466,8.5517,8.462
1/14/2011,12,5.256,5.9328,6.568,6.9083,7.7622,7.5707
1/14/2011,13,5.7636,6.5405,7.2921,7.7124,8.7431,8.601
1/14/2011,14,4.7733,5.4249,6.0476,6.4025,7.2009,7.0932
1/14/2011,15,4.3624,4.9857,5.5443,5.8927,6.6907,6.5608
1/14/2011,16,4.9591,5.6558,6.3484,6.6964,7.6765,7.5961
1/14/2011,17,5.9196,6.7546,7.6616,8.1951,9.4541,9.3506
1/14/2011,18,5.404,6.2202,7.0411,7.6079,9.1658,9.3408
1/14/2011,19,6.0088,6.8804,7.7947,8.4386,10.0967,10.2495
1/14/2011,20,5.0022,5.821,6.5873,7.1571,8.6518,8.9708
1/14/2011,21,5.2415,6.0723,6.9399,7.4831,8.9513,9.2525
1/14/2011,22,5.5008,6.2958,7.1847,7.8214,9.3124,9.3846
1/14/2011,23,5.7427,6.6004,7.4344,8.0705,9.7578,10.2384
1/15/2011,0,5.1745,5.8901,6.6453,7.246,8.6316,8.7809
1/15/2011,1,4.4438,5.1128,5.8329,6.4065,7.8557,8.3506
1/15/2011,2,2.7431,3.1609,3.5737,3.8815,4.3212,4.2698
1/15/2011,3,4.6481,5.4356,6.189,6.6854,8.0647,8.1804
1/15/2011,4,5.3438,6.1955,7.1064,7.6806,9.3005,9.7325
1/15/2011,5,5.6366,6.4504,7.2451,7.8924,9.3843,9.3891
1/15/2011,6,5.6856,6.5273,7.3238,7.9116,9.5728,9.5202
1/15/2011,7,5.0198,5.7653,6.4991,7.0801,8.7466,8.9301
1/15/2011,8,5.3715,6.1662,6.9723,7.5627,9.088,8.8858
1/15/2011,9,2.8525,3.2739,3.6704,4.0254,4.8399,4.2799
1/15/2011,10,4.6675,5.3373,5.9555,6.3446,7.4064,7.0985
1/15/2011,11,2.7459,3.1202,3.532,3.8656,4.5787,4.6314
1/15/2011,12,5.2342,5.9679,6.6927,7.2315,8.2515,8.2207
1/15/2011,13,3.7482,4.3225,4.8739,5.2773,6.0913,6.1435
1/15/2011,14,3.7589,4.241,4.8195,5.3376,6.5245,6.552
1/15/2011,15,2.4626,2.9177,3.2418,3.5176,3.8837,3.6988
1/15/2011,16,4.3526,5.0319,5.7166,6.2309,7.1488,6.987
1/15/2011,17,2.2919,2.7967,3.3144,3.7539,4.2848,4.051
1/15/2011,18,1.0589,1.2529,1.4332,1.8281,3.3078,4.016
1/15/2011,19,1.2656,1.3989,1.6243,1.8905,2.7059,3.0932
1/15/2011,20,2.8331,3.2819,3.6908,4.0675,4.8763,4.8535
1/15/2011,21,2.3432,2.7037,3.056,3.407,4.1385,4.242
1/15/2011,22,7.3456,8.439,9.474,10.0566,11.5242,11.3956
1/15/2011,23,7.321,8.3914,9.4697,10.0836,11.563,11.4565
1/16/2011,0,6.2131,7.1046,7.9491,8.4232,9.6242,9.7583
1/16/2011,1,5.2292,6.0234,6.7769,7.2332,8.2864,8.247
1/16/2011,2,3.0801,3.6476,4.1232,4.5806,5.3704,5.402
1/16/2011,3,2.2343,2.6809,3.0856,3.5231,4.3873,4.6144
1/16/2011,4,3.6634,4.2479,4.799,5.3037,6.2048,6.1996
1/16/2011,5,3.5059,4.1042,4.63,5.0574,5.946,5.9197
1/16/2011,6,1.7878,2.1111,2.316,2.5089,3.1391,3.4008
1/16/2011,7,2.3638,2.7758,3.2286,3.6036,4.2237,4.2124
1/16/2011,8,5.5893,6.3839,7.2338,7.7947,9.2079,9.218
1/16/2011,9,5.5236,6.3108,7.0602,7.5388,8.8354,8.8835
1/16/2011,10,2.6921,3.1845,3.4832,3.6726,4.2628,4.2429
1/16/2011,11,3.9474,4.5495,5.1094,5.5596,6.5354,6.6257
1/16/2011,12,6.4098,7.2832,8.1194,8.7323,9.9909,9.8419
1/16/2011,13,7.6111,8.5912,9.5279,10.252,11.9191,11.8653
1/16/2011,14,6.7169,7.6429,8.5292,9.0955,10.5756,10.4549
1/16/2011,15,11.0039,12.4427,13.8377,14.8085,16.9893,17.0578
1/16/2011,16,14.2611,16.0872,17.837,18.8966,21.2615,21.0216
1/16/2011,17,12.6371,14.4118,16.1719,17.2919,19.2942,19.0715
1/16/2011,18,11.8526,13.4533,15.1386,16.3029,18.6533,18.6514
1/16/2011,19,10.1326,11.544,12.8362,13.5897,15.3037,15.0878
1/16/2011,20,6.4262,7.2778,8.2249,8.8789,10.2226,9.9325
1/16/2011,21,10.1427,11.5242,12.9448,13.8759,15.7759,15.5669
1/16/2011,22,10.5818,11.9001,13.1877,14.1038,16.0038,15.8074
1/16/2011,23,12.224,13.7527,15.3481,16.4642,18.5999,18.5392
1/17/2011,0,13.9671,15.787,17.5828,18.7523,21.2521,21.0488
1/17/2011,1,14.8055,16.6433,18.5063,19.604,21.8307,21.4811
1/17/2011,2,12.4152,13.8867,15.6059,16.8433,18.9825,18.4019
1/17/2011,3,9.9043,11.1608,12.492,13.3631,15.296,15.0286
1/17/2011,4,8.4976,9.4929,10.5863,11.3464,13.1497,12.922
1/17/2011,5,8.0419,8.9991,10.0731,10.7376,12.3767,12.3827
1/17/2011,6,6.7659,7.7207,8.5493,9.0176,10.3568,10.3969
1/17/2011,7,5.6917,6.5109,7.3586,7.7792,8.7993,8.7379
1/17/2011,8,4.8358,5.5472,6.2288,6.6291,7.8964,7.9935
1/17/2011,9,5.2112,6.0039,6.6689,7.0362,8.1063,8.1759
1/17/2011,10,3.9628,4.5547,5.1383,5.6924,6.8601,7.1292
1/17/2011,11,3.3263,3.8556,4.2512,4.5961,5.3285,5.051
1/17/2011,12,5.8801,6.6243,7.3455,7.8113,8.9068,8.7652
1/17/2011,13,6.1114,6.9933,7.7508,8.3335,9.6724,9.4958
1/17/2011,14,9.2997,10.5533,11.656,12.3132,13.8967,13.5528
1/17/2011,15,9.1924,10.5173,11.7347,12.4838,13.8648,13.6363
1/17/2011,16,6.008,6.8666,7.5863,8.1461,9.4308,9.3351
1/17/2011,17,5.369,6.1823,6.9683,7.434,8.3757,8.2225
1/17/2011,18,4.9191,5.6669,6.3191,6.74,7.6888,7.626
1/17/2011,19,4.0592,4.739,5.3297,5.8075,6.8053,6.7897
1/17/2011,20,4.5691,5.3904,6.1634,6.7582,7.7505,7.5819
1/17/2011,21,1.7428,2.1141,2.6099,3.2659,4.1641,4.1726
1/17/2011,22,2.4335,2.8144,3.2656,3.6748,4.4621,4.534
1/17/2011,23,2.0146,2.7877,3.3324,3.7776,4.4992,4.364
1/18/2011,0,2.3083,2.8,3.3847,3.8197,4.3723,4.4637
1/18/2011,1,2.2689,2.7835,3.3724,3.866,4.6264,4.5846
1/18/2011,2,3.4175,3.9881,4.6399,5.1891,6.3854,6.3732
1/18/2011,3,2.4806,2.9086,3.3067,3.6636,4.3569,4.3838
1/18/2011,4,3.4288,3.8593,4.2985,4.6851,5.624,5.5807
1/18/2011,5,0.9726,1.0925,1.2053,1.4019,1.7321,1.7876
1/18/2011,6,1.1123,1.2323,1.3904,1.5961,1.91,2.0876
