DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s],Avg Avg Wind Speed @ 5m [m/s],Avg Avg Wind Speed @ 10m [m/s],Avg Avg Wind Speed @ 20m [m/s],Avg Avg Wind Speed @ 50m [m/s],Avg Avg Wind Speed @ 80m [m/s]
1/16/2010,0,1.8158,2.0638,2.1291,2.0949,1.4243,1.4082
1/16/2010,1,1.6371,1.9246,2.183,2.8091,4.3578,5.1044
1/16/2010,2,2.1178,2.5082,3.0092,3.7427,5.1639,5.7279
1/16/2010,3,0.9655,1.3368,1.4627,1.6319,1.3394,1.4761
1/16/2010,4,0.9839,1.0259,0.9608,1.1646,1.3333,1.1266
1/16/2010,5,1.4949,1.7872,1.8403,1.7034,0.829,0.7578
1/16/2010,6,1.4374,1.4851,1.3253,1.3346,1.0285,0.881
1/16/2010,7,1.3809,1.4634,1.3824,1.5089,2.1842,2.4208
1/16/2010,8,1.3636,1.5551,1.6725,1.8022,1.6391,1.3197
1/16/2010,9,1.7484,1.9791,2.1477,2.5687,2.8209,1.847
1/16/2010,10,1.0918,1.1997,1.2368,1.4675,1.5688,0.8909
1/16/2010,11,1.1687,1.3706,1.3271,1.3637,0.9127,0.8371
1/16/2010,12,2.102,2.6754,2.7697,3.0366,2.9846,2.185
1/16/2010,13,3.6779,4.1285,4.4363,4.8494,5.3193,5.4132
1/16/2010,14,3.2028,3.8574,4.1248,4.5114,5.0519,5.0119
1/16/2010,15,1.411,1.6201,1.6395,1.7807,2.0957,2.5935
1/16/2010,16,0.7744,1.0939,1.1069,1.2647,1.7021,2.4358
1/16/2010,17,1.4278,1.7186,2.0577,2.37,3.0642,3.5318
1/16/2010,18,1.7495,1.9017,2.1182,2.545,2.9785,3.087
1/16/2010,19,1.9323,2.1835,2.1406,2.2285,2.3603,1.916
1/16/2010,20,1.9401,2.2384,2.3378,2.4574,2.6841,2.6542
1/16/2010,21,2.0248,1.9828,1.7276,1.5601,2.0935,2.4192
1/16/2010,22,2.0718,2.0279,1.7984,1.5638,1.6181,1.9304
1/16/2010,23,1.558,1.6757,1.6691,1.8528,1.987,1.7795
1/17/2010,0,0.9514,1.0871,1.1343,1.3921,1.9365,2.4333
1/17/2010,1,1.2827,1.5766,1.9937,2.7789,4.1539,4.7523
1/17/2010,2,2.1739,2.5672,2.7755,3.1918,4.5217,5.135
1/17/2010,3,2.004,2.4169,2.7396,3.3633,4.708,4.9253
1/17/2010,4,1.1663,1.4726,1.8575,2.6136,4.3469,4.5799
1/17/2010,5,1.2181,1.4925,1.7204,2.2995,3.4618,3.667
1/17/2010,6,1.4565,1.7589,1.961,2.2435,2.8347,2.9568
1/17/2010,7,1.5328,1.956,2.2007,2.5313,3.1614,3.596
1/17/2010,8,0.9788,1.2881,1.5698,2.0994,2.9752,3.2026
1/17/2010,9,1.8159,2.1938,2.5075,2.9975,3.6365,3.8017
1/17/2010,10,2.141,2.6029,2.8687,3.2258,3.7516,3.6672
1/17/2010,11,1.9144,2.2801,2.4282,2.706,2.708,2.3948
1/17/2010,12,1.1095,1.4312,1.4623,1.5623,1.6155,1.5482
1/17/2010,13,1.6772,1.732,1.6892,1.7974,1.9272,1.6463
1/17/2010,14,1.4602,1.7239,1.7451,1.8438,1.9105,1.7998
1/17/2010,15,1.2272,1.4653,1.4775,1.5985,1.6809,1.6436
1/17/2010,16,0.9358,1.1168,1.1884,1.4548,1.6725,1.7804
1/17/2010,17,1.8792,2.2451,2.5943,3.1047,3.3962,3.2149
1/17/2010,18,2.4723,2.8542,3.2155,3.7171,4.6248,4.7954
1/17/2010,19,1.2477,1.4788,1.6959,2.2062,2.9747,2.7858
1/17/2010,20,1.7221,1.9174,1.9436,2.0214,1.8011,1.6674
1/17/2010,21,1.8357,2.0164,2.0439,2.3039,2.153,1.9364
1/17/2010,22,1.5233,1.4862,1.3642,1.4325,1.1516,0.9502
1/17/2010,23,1.2323,1.0771,0.929,1.0732,0.9848,0.7464
1/18/2010,0,1.035,1.0428,0.9556,1.0174,1.0623,0.7981
1/18/2010,1,1.1047,1.3343,1.5298,1.8519,2.0068,2.006
1/18/2010,2,1.4447,1.6507,1.734,1.9943,2.2846,2.345
1/18/2010,3,0.92,1.1137,1.2643,1.4911,1.8906,1.8428
1/18/2010,4,1.7146,1.9311,1.7919,1.5976,0.886,0.9587
1/18/2010,5,1.3293,1.5863,1.6824,1.8722,1.7332,1.6921
1/18/2010,6,0.9484,1.076,1.1067,1.2646,1.0759,1.3284
1/18/2010,7,1.1817,1.4264,1.5425,1.6094,1.7432,1.8681
1/18/2010,8,1.0479,1.1672,1.2336,1.4505,1.7393,1.5921
1/18/2010,9,0.8112,1.2308,1.3552,1.5735,1.5743,1.6742
1/18/2010,10,1.1424,1.5387,1.6173,1.7996,2.22,2.6425
1/18/2010,11,1.1824,1.6839,1.7186,1.8527,1.9281,1.9091
1/18/2010,12,0.9889,1.1801,1.1609,1.1939,1.0127,1.0324
1/18/2010,13,3.158,3.5483,3.8107,4.1584,4.5111,4.4943
1/18/2010,14,3.5399,3.9817,4.2683,4.55,4.8385,4.6734
1/18/2010,15,2.7687,3.1029,3.2999,3.6776,3.9152,3.7801
1/18/2010,16,1.9413,2.2347,2.3358,2.5815,2.7193,2.5557
1/18/2010,17,0.8694,0.9219,0.8472,0.9464,1.0302,1.1874
1/18/2010,18,1.2467,1.3339,1.2721,1.4038,1.3136,1.2552
1/18/2010,19,1.586,1.7734,1.7414,1.7313,1.7802,1.6524
1/18/2010,20,2.3252,2.754,3.0931,3.4055,3.4021,3.044
1/18/2010,21,1.4748,1.8309,2.0103,2.2755,2.2989,2.2433
1/18/2010,22,1.111,1.1575,1.114,1.3255,1.9579,1.7129
1/18/2010,23,1.0053,1.0621,0.9992,1.1802,1.7585,1.327
1/19/2010,0,0.9425,1.135,1.2622,1.4881,2.0561,2.3589
1/19/2010,1,1.4337,1.8399,2.1976,2.9581,3.2889,3.084
1/19/2010,2,1.3915,1.6168,1.6501,1.8476,2.1287,2.3073
1/19/2010,3,1.1866,1.2578,1.2785,1.5564,1.4835,1.1318
1/19/2010,4,1.4208,1.539,1.5703,1.9011,1.8333,1.5261
1/19/2010,5,1.2448,1.5006,1.597,1.7746,1.6662,1.3922
1/19/2010,6,1.3909,1.6727,1.8961,2.1998,2.1957,2.0852
1/19/2010,7,1.0015,1.2762,1.4505,1.6688,2.0145,1.8791
1/19/2010,8,0.9556,1.0936,1.1515,1.3637,1.3745,0.9722
1/19/2010,9,0.7389,0.949,1.0005,1.1418,1.513,1.7867
1/19/2010,10,1.7677,2.1298,2.4044,2.8117,2.9389,2.5944
1/19/2010,11,1.0831,1.2526,1.2447,1.3326,1.3404,1.3355
1/19/2010,12,1.8983,2.157,2.1846,2.3552,2.4023,2.2514
1/19/2010,13,1.5495,1.8063,1.898,2.1292,2.2914,2.3309
1/19/2010,14,2.4623,2.6938,2.8337,3.1664,3.4178,3.4301
1/19/2010,15,2.7481,3.1452,3.384,3.7382,3.9609,4.0178
1/19/2010,16,1.2334,1.4693,1.5859,1.9294,2.4951,2.7817
1/19/2010,17,0.8049,0.9372,0.983,1.194,1.3113,1.2645
1/19/2010,18,1.3529,1.6229,1.6705,1.9116,2.2264,2.2694
1/19/2010,19,2.7355,3.1445,3.5187,4.0848,4.9243,5.0703
1/19/2010,20,3.8577,4.3037,4.8677,5.6254,6.6161,6.6094
1/19/2010,21,1.6247,1.9674,2.111,2.4612,2.4764,2.3014
1/19/2010,22,1.407,1.596,1.5839,1.6785,1.4579,1.3215
1/19/2010,23,1.3921,1.6933,1.9989,2.5619,3.3182,3.4604
1/20/2010,0,2.1069,2.5791,2.9408,2.9527,2.6877,2.4954
1/20/2010,1,3.1575,3.8553,4.4166,4.6911,4.8772,4.7644
1/20/2010,2,2.9601,3.5404,4.0689,4.4488,5.4902,5.5939
1/20/2010,3,2.7346,3.1931,3.6581,4.204,5.1894,5.1439
1/20/2010,4,2.8456,3.3803,3.9405,4.6508,5.2928,4.9064
1/20/2010,5,1.6853,2.0377,2.4084,3.1106,4.2458,4.1555
1/20/2010,6,0.9311,1.2078,1.5183,2.0928,2.752,2.9774
1/20/2010,7,1.5324,1.8754,2.1668,2.6115,2.8789,2.9577
1/20/2010,8,1.7177,2.1532,2.4533,2.9025,3.4266,4.0154
1/20/2010,9,0.9716,1.2336,1.5413,2.2758,3.3723,3.4483
1/20/2010,10,2.0703,2.3904,2.4795,2.7965,3.4281,3.4312
1/20/2010,11,2.6666,3.086,3.2415,3.4726,3.7297,3.8802
1/20/2010,12,3.1819,3.7141,3.9623,4.268,4.4689,4.395
1/20/2010,13,3.1061,3.5979,3.8799,4.1659,4.3362,4.217
1/20/2010,14,3.1087,3.6074,3.8745,4.2059,4.4806,4.38
1/20/2010,15,2.4694,2.8421,2.9988,3.3101,3.7813,3.8004
1/20/2010,16,1.6114,1.8464,1.8569,2.0759,2.2365,2.1544
1/20/2010,17,0.8838,1.1169,1.1784,1.4099,1.7277,1.7812
1/20/2010,18,0.9808,1.1478,1.189,1.3467,1.6479,1.6808
1/20/2010,19,1.1463,1.2111,1.1933,1.3121,1.5845,1.6027
1/20/2010,20,1.6825,1.7022,1.3358,1.0811,0.7186,0.7416
1/20/2010,21,1.6119,1.7546,1.6129,1.5457,1.9154,2.2276
1/20/2010,22,1.9795,2.246,2.4144,2.6724,2.8512,2.6195
1/20/2010,23,1.81,2.1537,2.3849,2.6015,2.6547,2.7557
1/21/2010,0,1.7726,2.1832,2.5153,2.8876,3.2832,3.4066
1/21/2010,1,2.2921,2.729,3.1881,3.8255,4.6953,4.7266
1/21/2010,2,3.0478,3.5525,4.0886,4.8748,5.9254,5.8005
1/21/2010,3,0.7933,0.9155,0.9267,1.009,1.2597,1.5175
1/21/2010,4,0.858,0.9871,1.1247,1.4703,1.4777,1.555
1/21/2010,5,1.2892,1.5294,1.7439,2.394,2.5215,2.2018
1/21/2010,6,0.7703,0.8396,0.8843,1.1355,1.6356,1.3882
1/21/2010,7,1.189,1.5773,1.8413,2.2746,2.7286,2.3479
1/21/2010,8,0.7758,0.9993,1.0747,1.2659,1.1673,1.2658
1/21/2010,9,0.8574,1.0736,1.0541,1.192,1.0415,1.116
1/21/2010,10,1.3738,2.0977,2.1932,2.4024,2.5408,2.4432
1/21/2010,11,1.137,1.3129,1.3123,1.4056,1.3654,1.1762
1/21/2010,12,1.2431,1.2873,1.2644,1.3101,1.3298,1.1199
1/21/2010,13,1.4975,1.5161,1.5495,1.6883,1.7654,1.5291
1/21/2010,14,1.0225,1.1902,1.188,1.2657,1.2358,1.1207
1/21/2010,15,1.9375,2.1681,2.2403,2.441,2.5749,2.3784
1/21/2010,16,1.7645,2.0644,2.1614,2.3632,2.4963,2.4889
1/21/2010,17,1.4844,1.8421,1.965,2.1917,2.4488,2.6747
1/21/2010,18,0.852,1.0369,1.0119,1.2078,1.8284,2.0852
1/21/2010,19,0.8624,0.8965,0.7907,0.7835,0.7292,1.2334
1/21/2010,20,1.4049,1.6317,1.4895,1.3951,0.999,0.8699
1/21/2010,21,1.4764,1.8132,2.1726,2.7332,2.9314,2.4658
1/21/2010,22,1.659,1.92,2.0419,2.3871,2.7864,2.872
1/21/2010,23,0.8368,1.0904,1.2688,1.6082,1.5131,1.8283
1/22/2010,0,0.9193,1.072,1.1312,1.3925,1.0101,0.7768
1/22/2010,1,0.9412,1.0503,1.0317,1.1644,1.4377,1.5618
1/22/2010,2,1.1588,1.5115,1.7582,2.2073,2.3883,1.9445
1/22/2010,3,1.2396,1.6148,1.9119,2.5578,3.0573,3.1603
1/22/2010,4,1.5686,1.9703,2.2984,2.8813,3.8486,3.9555
1/22/2010,5,1.4304,1.8328,2.228,2.8563,3.5821,4.0164
1/22/2010,6,0.9845,1.3419,1.6909,2.3221,3.2634,3.6286
1/22/2010,7,1.0712,1.3787,1.744,2.6024,3.4159,3.6978
1/22/2010,8,1.0995,1.3023,1.4077,1.6647,1.9334,2.1484
1/22/2010,9,1.2513,1.644,1.8042,1.8328,1.43,1.2794
1/22/2010,10,1.3346,1.5574,1.6375,1.7672,1.7047,1.4171
1/22/2010,11,2.0518,2.78,2.9255,3.1057,2.925,2.2894
1/22/2010,12,2.4961,3.134,3.3084,3.5304,3.9045,3.9789
1/22/2010,13,2.506,2.8292,2.8998,3.1033,3.1838,2.836
1/22/2010,14,4.1571,4.7024,5.121,5.5794,6.0575,5.9935
1/22/2010,15,5.1848,5.745,6.4396,7.1637,8.0073,7.9421
1/22/2010,16,4.3938,4.9927,5.6588,6.3062,7.1392,7.0115
1/22/2010,17,3.5098,4.0128,4.6375,5.4733,6.6383,6.641
1/22/2010,18,6.3507,7.1936,8.052,8.9072,10.1505,10.1746
1/22/2010,19,9.2043,10.41,11.5527,12.5178,13.8522,13.7318
1/22/2010,20,8.4991,9.6114,10.7906,11.825,13.13,13.0836
1/22/2010,21,7.4431,8.334,9.3331,10.3654,11.9021,12.122
1/22/2010,22,3.1,3.6014,4.0155,4.5294,5.16,5.1836
1/22/2010,23,2.974,3.4106,3.805,4.2451,4.6908,4.5995
1/23/2010,0,2.0987,2.4084,2.6706,3.1633,4.0473,4.3591
1/23/2010,1,2.0656,2.3909,2.709,3.2993,3.9404,3.9621
1/23/2010,2,1.58,1.8445,1.9931,2.359,2.7419,2.8549
1/23/2010,3,1.4771,1.8336,1.9577,2.3263,2.6374,2.4716
1/23/2010,4,2.5158,2.9457,3.2051,3.5885,4.0936,4.2985
1/23/2010,5,4.7969,5.3772,5.9805,6.6094,7.5477,7.5329
1/23/2010,6,4.8066,5.4912,6.0936,6.7421,7.5407,7.6643
1/23/2010,7,6.5611,7.3312,8.1518,9.0127,10.2113,10.1974
1/23/2010,8,6.7828,7.6704,8.4907,9.2363,10.32,10.3176
1/23/2010,9,5.5768,6.299,6.9863,7.6958,8.6307,8.6068
1/23/2010,10,5.1041,5.7757,6.3765,6.9707,7.533,7.3361
1/23/2010,11,2.4519,2.7137,2.7915,3.0398,3.215,3.01
1/23/2010,12,1.8742,2.0064,1.9574,2.0545,2.2062,2.0996
1/23/2010,13,6.6833,7.3982,8.1355,8.8196,9.6518,9.4681
1/23/2010,14,8.2198,9.1167,9.9374,10.745,11.8924,11.7648
1/23/2010,15,7.2799,8.1588,8.9171,9.6669,10.6212,10.4815
1/23/2010,16,7.667,8.5765,9.4455,10.2683,11.3554,11.3652
1/23/2010,17,6.5492,7.3727,8.0711,8.8056,9.7797,9.6944
1/23/2010,18,6.8477,7.7319,8.5267,9.2586,10.2753,10.35
1/23/2010,19,5.9944,6.7331,7.3682,8.0944,9.0779,9.1206
1/23/2010,20,7.4791,8.3889,9.2042,10.0492,11.1908,11.0808
1/23/2010,21,9.9523,11.1233,12.192,13.2175,14.5822,14.4227
1/23/2010,22,10.6509,11.8643,13.0972,14.4063,15.8768,15.8357
1/23/2010,23,10.3719,11.5516,12.6652,13.8108,15.1501,14.9001
1/24/2010,0,10.8154,12.0551,13.2401,14.4854,16.0123,15.8316
1/24/2010,1,10.2115,11.3445,12.5125,13.7503,15.2906,14.9524
1/24/2010,2,8.0184,8.9758,9.7885,10.602,11.8693,11.9143
1/24/2010,3,5.3639,6.1076,6.6833,7.3967,8.292,8.315
1/24/2010,4,8.9137,10.0604,11.0296,11.991,13.0844,12.8857
1/24/2010,5,6.5841,7.4573,8.1123,8.8699,9.8883,9.8224
1/24/2010,6,8,8.9516,9.8746,10.7967,11.7511,11.7679
1/24/2010,7,12.4906,13.928,15.3829,16.6579,18.1654,17.6836
1/24/2010,8,12.0869,13.5017,15.0429,16.2709,17.4945,17.0388
1/24/2010,9,9.2463,10.3213,11.4048,12.3688,13.7584,13.4786
1/24/2010,10,9.1092,10.1678,11.2025,12.1131,13.431,13.3646
1/24/2010,11,9.2847,10.3348,11.294,12.2344,13.3306,13.031
1/24/2010,12,8.4194,9.3784,10.1901,11.0003,11.9554,11.5838
1/24/2010,13,7.3822,8.1693,8.9316,9.7527,10.6952,10.3265
1/24/2010,14,6.4818,7.1888,7.8963,8.4965,9.2301,8.9152
1/24/2010,15,4.7577,5.2831,5.7995,6.3269,6.8819,6.6407
1/24/2010,16,1.3852,1.6103,1.7178,1.9775,2.1711,2.2067
1/24/2010,17,1.0428,1.2312,1.3192,1.5576,1.8186,1.9127
1/24/2010,18,5.4382,6.1816,6.8677,7.5257,8.4686,8.3776
1/24/2010,19,6.0131,6.8115,7.46,8.2232,9.2647,9.383
1/24/2010,20,5.8088,6.4695,7.1193,7.8318,8.7209,8.6246
1/24/2010,21,5.4792,6.1719,6.8603,7.6092,8.5552,8.4837
1/24/2010,22,6.2867,7.0607,7.797,8.6178,9.4817,9.3685
1/24/2010,23,7.5807,8.5469,9.4879,10.2833,11.1709,10.9161
1/25/2010,0,8.3229,9.305,10.2707,11.1406,12.369,12.3359
1/25/2010,1,10.6938,11.9328,13.146,14.2931,15.8573,15.8035
1/25/2010,2,12.2882,13.6698,15.0836,16.4755,18.068,17.764
1/25/2010,3,12.7288,14.143,15.7193,17.1242,18.6385,18.3034
1/25/2010,4,12.6953,14.1137,15.6247,16.9862,18.5501,18.1931
1/25/2010,5,11.1846,12.4433,13.8254,14.9235,16.2638,16.0599
1/25/2010,6,12.5143,13.965,15.497,16.89,18.4864,18.1467
1/25/2010,7,12.5909,14.0832,15.5985,16.8935,18.4766,18.2974
1/25/2010,8,14.5442,16.1717,17.9009,19.4143,21.2404,20.847
1/25/2010,9,12.0422,13.343,14.7333,16.071,17.8225,17.7608
1/25/2010,10,11.4473,12.7187,14.0387,15.2919,17.0905,17.1139
1/25/2010,11,10.6037,11.7622,12.9084,13.9048,15.2606,15.2023
1/25/2010,12,9.0885,10.1138,11.0291,11.8602,12.8942,12.7294
1/25/2010,13,7.829,8.722,9.4975,10.2545,11.2017,10.9132
1/25/2010,14,8.4476,9.3946,10.2528,11.1231,12.2397,12.1455
1/25/2010,15,7.3369,8.1942,8.9588,9.814,10.9888,10.7719
1/25/2010,16,6.1585,6.8647,7.4801,8.2543,9.2871,9.3415
1/25/2010,17,5.0918,5.6989,6.2044,6.8513,7.7379,7.8598
1/25/2010,18,5.0413,5.6191,6.2992,7.0502,8.1096,8.137
1/25/2010,19,3.3232,3.834,4.274,4.8252,5.7171,5.8788
1/25/2010,20,4.1097,5.123,5.864,6.8126,8.5051,8.448
1/25/2010,21,2.3829,3.6357,4.2571,5.2613,6.9874,7.0697
1/25/2010,22,0.7366,0.834,0.7983,0.9007,1.0906,1.4195
1/25/2010,23,1.3133,1.4745,1.3745,1.4889,1.563,1.662
1/26/2010,0,0.7307,0.6962,0.5507,0.5291,0.5233,0.6051
1/26/2010,1,0.9566,0.9441,0.9097,1.0489,0.7539,0.7018
1/26/2010,2,1.3231,1.5882,1.8308,2.2979,2.5333,2.0804
1/26/2010,3,1.5163,1.8324,2.1028,2.7216,3.6648,3.3911
1/26/2010,4,1.2232,1.4771,1.6827,2.3269,3.3677,3.4014
1/26/2010,5,1.2214,1.5177,1.8009,2.4034,3.0697,3.4849
1/26/2010,6,0.9956,1.1043,1.1105,1.3537,1.6918,1.91
1/26/2010,7,0.423,0.372,0.356,0.7033,0.9469,0.5178
1/26/2010,8,1.0969,1.1341,0.9336,0.8292,1.2101,1.5829
1/26/2010,9,1.7147,2.0269,2.356,2.8323,3.07,2.424
1/26/2010,10,0.8356,0.9789,1.011,1.1343,1.0312,0.9874
1/26/2010,11,1.5125,1.9272,1.9282,2.0808,2.0547,1.8214
1/26/2010,12,1.1556,1.449,1.4837,1.6746,1.715,1.692
1/26/2010,13,2.0823,2.2222,2.2574,2.4051,2.5965,2.4259
1/26/2010,14,2.1697,2.382,2.455,2.6424,2.8102,2.4786
1/26/2010,15,2.4514,2.7326,2.8456,3.1524,3.4088,3.151
1/26/2010,16,2.0406,2.3281,2.4061,2.6615,2.8406,2.6696
1/26/2010,17,0.8438,1.107,1.2971,1.7149,2.1234,2.1905
1/26/2010,18,0.874,1.0278,1.1003,1.3458,1.6802,1.7891
1/26/2010,19,1.0579,1.3613,1.5985,2.1083,2.9307,2.9923
1/26/2010,20,1.4255,1.6014,1.6642,1.9102,2.2586,2.3433
1/26/2010,21,1.087,1.3382,1.4105,1.5802,1.5975,1.5727
1/26/2010,22,0.9466,1.1043,1.2307,1.6385,2.0492,2.4147
1/26/2010,23,1.221,1.3834,1.2993,1.3142,1.4599,1.9003
1/27/2010,0,1.421,1.568,1.5468,1.6063,1.7265,1.6085
1/27/2010,1,1.5591,1.7877,1.4995,2.015,1.6853,1.4116
1/27/2010,2,1.5856,1.9005,2.1046,2.351,2.4699,2.2899
1/27/2010,3,1.5628,1.7987,1.9811,2.4091,3.0083,3.3565
1/27/2010,4,1.2321,1.3466,1.3593,1.5323,2.0132,2.323
1/27/2010,5,2.553,2.9612,3.3693,3.8772,4.7478,5.1844
1/27/2010,6,1.095,1.2825,1.4722,2.0161,2.7125,2.5986
1/27/2010,7,0.9565,1.198,1.486,2.0577,2.794,2.9148
1/27/2010,8,1.0337,1.3172,1.6303,2.2283,2.8815,3.5269
1/27/2010,9,1.4588,1.686,1.853,2.0174,1.8018,1.7792
1/27/2010,10,1.8904,2.1592,2.2511,2.5359,2.3478,1.9375
1/27/2010,11,2.413,2.6837,2.7862,3.0227,3.1336,2.8837
1/27/2010,12,2.5203,2.7888,2.8596,3.0695,3.2922,3.0789
1/27/2010,13,1.3566,1.4588,1.4425,1.5949,1.6205,1.5954
1/27/2010,14,1.7828,1.859,1.921,2.1162,2.1638,1.9418
1/27/2010,15,2.0751,2.3419,2.3925,2.647,2.8717,2.7304
1/27/2010,16,2.6361,2.7093,2.7732,2.9925,3.292,2.8911
1/27/2010,17,2.3288,2.7147,2.9389,3.2867,3.5699,3.4266
1/27/2010,18,1.6352,1.9842,2.127,2.4199,2.8395,2.8376
1/27/2010,19,1.8199,2.1918,2.3309,2.6351,3.1563,3.1947
1/27/2010,20,1.0645,1.2883,1.3155,1.4986,1.6092,1.4092
1/27/2010,21,0.4162,0.4803,0.4749,0.5695,0.6478,0.5524
1/27/2010,22,0.6122,1.2779,1.3684,1.694,1.7925,1.7845
1/27/2010,23,0.5532,0.8725,0.9462,1.1741,1.4411,1.4239
1/28/2010,0,0.869,1.5512,1.7803,2.0725,2.1638,2.1622
1/28/2010,1,1.0814,1.0307,1.0129,1.3745,1.8613,1.8882
1/28/2010,2,0.6058,0.7797,0.7881,0.9359,0.9912,0.9751
1/28/2010,3,0.8435,1.0625,1.0933,1.3071,1.3795,1.2662
1/28/2010,4,1.25,1.4517,1.5406,1.9052,2.2074,1.9983
1/28/2010,5,1.81,2.1461,2.253,2.4879,2.6681,2.5035
1/28/2010,6,1.5821,1.9209,1.9776,2.2895,2.76,2.5954
1/28/2010,7,2.0444,2.449,2.5454,2.8281,3.0301,2.7819
1/28/2010,8,2.2765,2.7164,2.8123,3.0468,3.2482,2.8406
1/28/2010,9,2.766,3.2562,3.4027,3.6497,3.742,3.2107
1/28/2010,10,2.3762,2.7605,2.7832,2.9486,2.9439,2.648
1/28/2010,11,2.5182,2.8609,2.9086,3.1193,3.0422,2.5438
1/28/2010,12,2.0186,2.2491,2.2092,2.3195,2.0121,1.1009
1/28/2010,13,1.3055,1.4426,1.3808,1.4694,0.3783,0.2681
1/28/2010,14,1.3577,1.4728,1.3993,1.4727,0.2724,0.2681
1/28/2010,15,0.9328,1.008,0.9546,1.0244,0.2724,0.2681
1/28/2010,16,0.4215,0.4726,0.3983,0.4187,0.2724,0.2681
1/28/2010,17,0.9631,1.0822,0.9939,1.0621,0.2724,0.2681
1/28/2010,18,0.7654,0.8836,0.8275,0.8964,0.2724,0.2681
1/28/2010,19,0.5328,0.6283,0.5842,0.6521,0.2724,0.2681
1/28/2010,20,0.6662,0.8072,0.7685,0.9006,0.2724,0.2681
1/28/2010,21,0.3812,0.441,0.3933,0.4782,0.2724,0.2681
1/28/2010,22,0.2667,0.3316,0.2789,0.3946,0.2724,0.2681
1/28/2010,23,0.5956,0.65,0.513,0.5287,0.2724,0.2681
1/29/2010,0,1.3041,1.4805,1.4603,1.4814,0.2724,0.2681
1/29/2010,1,0.5639,0.5578,0.4701,0.4716,0.2724,0.2681
1/29/2010,2,0.6587,0.7926,0.8376,1.098,0.2724,0.2681
1/29/2010,3,0.816,0.9722,0.9243,0.823,0.2724,0.2681
1/29/2010,4,2.0273,2.4122,2.8471,2.9402,0.2724,0.2681
1/29/2010,5,0.9622,1.0756,1.1364,1.0669,0.2724,0.2681
1/29/2010,6,1.0328,1.1134,1.1614,1.2461,0.2724,0.2681
1/29/2010,7,1.1158,1.0953,1.045,1.2102,0.2724,0.2681
1/29/2010,8,1.1012,1.1848,1.1216,1.2026,0.2724,0.2681
1/29/2010,9,0.6661,0.7503,0.5444,0.5673,0.2724,0.2681
1/29/2010,10,0.8608,1.0083,0.9809,1.0521,0.4226,0.2682
1/29/2010,11,2.3601,2.6289,2.6693,2.8265,2.5917,0.4512
1/29/2010,12,1.2951,1.6288,1.6344,1.7426,1.5481,1.4188
1/29/2010,13,1.3064,1.3295,1.2736,1.3024,1.357,1.1949
1/29/2010,14,1.163,1.3691,1.333,1.3683,1.3793,1.362
1/29/2010,15,1.6081,1.705,1.6915,1.8502,1.9144,1.7939
1/29/2010,16,1.0166,1.1071,1.0872,1.1378,1.2498,1.3008
1/29/2010,17,1.1349,1.3311,1.3592,1.4612,1.244,1.1341
1/29/2010,18,2.4326,2.8578,2.728,2.5846,2.1888,2.0867
1/29/2010,19,1.8377,1.8802,1.56,1.5112,1.825,1.6817
1/29/2010,20,1.5107,1.6032,1.4937,1.6753,1.1046,0.8682
1/29/2010,21,1.5113,1.5172,1.479,1.6509,0.6203,0.3365
1/29/2010,22,1.3528,1.404,1.3938,1.3929,0.6898,0.6114
1/29/2010,23,1.3184,1.5883,1.851,2.5344,2.5885,2.268
1/30/2010,0,1.7621,1.6827,1.4055,1.4017,0.991,1.0253
1/30/2010,1,1.2444,1.2554,1.1224,1.0298,0.8459,0.6409
1/30/2010,2,1.3042,1.2238,1.0761,1.4352,1.5623,0.8116
1/30/2010,3,1.1229,1.1653,1.0054,0.817,1.2714,1.5515
1/30/2010,4,1.432,1.3996,1.3136,1.4289,1.2009,1.0267
1/30/2010,5,1.5309,1.2892,0.9222,0.8859,0.8423,0.7712
1/30/2010,6,1.2479,1.2845,1.1592,1.2686,2.2278,1.6906
1/30/2010,7,1.0422,0.8321,0.5018,0.4454,1.0747,1.1028
1/30/2010,8,0.9209,0.8546,0.6408,0.5038,0.427,0.9018
1/30/2010,9,0.3499,0.4169,0.4238,0.471,0.4917,1.542
1/30/2010,10,1.5879,2.1578,2.231,2.4214,2.5948,2.6162
1/30/2010,11,1.6663,2.3364,2.3985,2.5942,2.7488,2.5884
1/30/2010,12,1.7134,2.2964,2.3746,2.6052,2.8132,2.7801
1/30/2010,13,1.9221,2.0676,2.0726,2.2902,2.6256,2.5288
1/30/2010,14,2.1871,2.4706,2.5605,2.768,2.9058,2.7544
1/30/2010,15,2.5307,2.8545,2.9554,3.1938,3.372,3.1657
1/30/2010,16,2.0586,2.3103,2.3634,2.5857,2.7726,2.5279
1/30/2010,17,1.4716,1.7558,1.9018,2.2793,2.5179,2.382
1/30/2010,18,1.2858,1.5498,1.7823,2.3586,3.5157,3.7919
1/30/2010,19,1.4793,1.8613,2.2633,3.2795,4.4853,4.708
1/30/2010,20,2.1463,2.6304,3.2948,4.5216,5.0993,5.0905
1/30/2010,21,2.3012,2.7982,3.3611,4.3303,5.4312,5.5737
1/30/2010,22,2.5581,3.0905,3.6442,4.457,5.4631,5.5905
1/30/2010,23,2.3867,2.858,3.3934,4.2054,5.1601,5.2102
1/31/2010,0,2.0315,2.4989,2.9842,3.7532,4.9022,5.0491
